000000000,1.0
000000001,0.375
000000010,0.3035714285714286
000000011,0.3035714285714286
000000100,0.3214285714285714
000000101,0.2142857142857143
000000110,0.4107142857142857
000000111,0.1964285714285714
000001000,0.3035714285714286
000001001,0.2857142857142857
000001010,0.3035714285714286
000001011,0.1964285714285714
000001100,0.3214285714285714
000001101,0.1964285714285714
000001110,0.3214285714285714
000001111,0.2857142857142857
000010000,0.2857142857142857
000010001,0.2678571428571429
000010010,0.3392857142857143
000010011,0.25
000010100,0.2142857142857143
000010101,0.1964285714285714
000010110,0.2142857142857143
000010111,0.2678571428571429
000011000,0.1964285714285714
000011001,0.2678571428571429
000011010,0.3035714285714286
000011011,0.1607142857142857
000011100,0.2678571428571429
000011101,0.1785714285714286
000011110,0.2321428571428571
000011111,0.3035714285714286
000100000,0.2321428571428571
000100001,0.3214285714285714
000100010,0.2678571428571429
000100011,0.1964285714285714
000100100,0.25
000100101,0.2142857142857143
000100110,0.25
000100111,0.3214285714285714
000101000,0.1964285714285714
000101001,0.3214285714285714
000101010,0.2678571428571429
000101011,0.3214285714285714
000101100,0.3035714285714286
000101101,0.25
000101110,0.1785714285714286
000101111,0.1607142857142857
000110000,0.3035714285714286
000110001,0.3928571428571429
000110010,0.2678571428571429
000110011,0.2678571428571429
000110100,0.2857142857142857
000110101,0.3571428571428571
000110110,0.2857142857142857
000110111,0.2321428571428571
000111000,0.2321428571428571
000111001,0.25
000111010,0.2678571428571429
000111011,0.125
000111100,0.2678571428571429
000111101,0.3035714285714286
000111110,0.25
000111111,0.25
001000000,0.2857142857142857
001000001,0.25
001000010,0.1964285714285714
001000011,0.1071428571428571
001000100,0.2678571428571429
001000101,0.2321428571428571
001000110,0.3035714285714286
001000111,0.1607142857142857
001001000,0.2142857142857143
001001001,0.3035714285714286
001001010,0.3035714285714286
001001011,0.3928571428571429
001001100,0.3214285714285714
001001101,0.1428571428571429
001001110,0.3214285714285714
001001111,0.2321428571428571
001010000,0.3214285714285714
001010001,0.1964285714285714
